,SAMPN,STYPE,CTFIP,INCOM_R,DOW,HHVEH
16645,3910356,1,36103,2,3,1
16646,3910415,1,34031,3,1,4
16647,3910491,1,34021,4,5,4
16648,3910546,1,36103,4,2,2
16649,3910565,1,34023,2,4,4
16650,3910604,1,34017,4,1,0
16651,3910643,1,36103,4,1,2
16652,3910721,1,34039,2,1,2
16653,3910890,1,36085,4,2,2
16654,3910966,1,36085,2,4,2
16655,3910980,1,36103,1,4,1
16656,3911031,1,36103,2,4,2
16657,3911070,1,36103,1,4,1
16658,3911119,1,36103,4,5,3
16659,3911166,1,34017,4,3,2
16660,3911178,1,34023,4,3,3
16661,3911194,1,36103,4,5,3
16662,3911524,1,36103,4,3,2
16663,3911714,1,36103,9,1,1
16664,3911729,1,36103,4,2,2
16665,3911923,1,36103,4,4,2
16666,3912026,1,36085,2,3,1
16667,3912088,1,36071,3,4,1
16668,3912187,1,34017,4,1,1
16669,3912188,1,34017,2,4,1
16670,3912218,1,36103,4,5,1
16671,3912331,1,34017,1,4,0
16672,3912384,1,36103,2,4,2
16673,3912770,1,36103,4,3,2
16674,3912849,1,36103,9,4,2
16675,3912858,1,34023,2,3,4
16676,3912898,1,34017,4,1,0
16677,3912914,1,34025,2,5,2
16678,3912932,1,36103,4,4,2
16679,3912947,1,36103,1,4,0
16680,3912957,1,34025,4,1,4
16681,3913005,1,36103,3,4,1
16682,3913013,1,34023,2,4,1
16683,3913105,1,34025,2,4,5
16684,3913112,1,34021,4,3,2
16685,3913188,1,9001,9,5,1
16686,3913414,1,36085,3,4,1
16687,3913444,1,36071,2,5,2
16688,3913554,1,34017,3,1,2
16689,3913555,1,36103,1,2,1
16690,3913707,1,34023,2,3,1
16691,3913998,1,36103,2,2,2
16692,3914062,1,36071,1,3,1
16693,3914089,1,34021,4,4,2
16694,3914090,1,36085,4,3,2
16695,3914116,1,34017,1,1,2
16696,3914548,1,34023,3,1,3
16697,3914576,1,36103,4,3,1
16698,3914582,1,34025,4,4,5
16699,3914617,1,34031,4,2,3
16700,3914724,1,36103,3,4,2
16701,3914756,1,36103,4,4,3
16702,3914866,1,34017,2,4,0
16703,3914962,1,34021,2,3,1
16704,3914994,1,36103,4,2,2
16705,3915102,1,36085,3,2,3
16706,3915368,1,34003,4,2,1
16707,3915500,1,36119,9,1,2
16708,3915512,1,36081,1,1,1
16709,3915546,1,36059,4,2,5
16710,3915557,1,36059,2,3,3
16711,3915649,1,34003,9,1,0
16712,3915738,1,34027,2,4,2
16713,3915856,1,34027,4,5,3
16714,3916001,1,36059,3,4,2
16715,3916063,1,34003,4,2,1
16716,3916084,1,34023,2,4,0
16717,3916134,1,36059,4,5,2
16718,3916181,1,34013,4,1,1
16719,3916235,1,34035,4,1,2
16720,3916281,1,36061,4,2,1
16721,3916386,1,34013,9,4,2
16722,3916464,1,36059,4,2,3
16723,3916529,1,36059,4,2,2
16724,3916551,1,36059,1,3,0
16725,3916552,1,36059,4,3,2
16726,3916628,1,34039,2,2,4
16727,3916725,1,36085,9,2,1
16728,3916785,1,34041,4,3,3
16729,3916812,1,36059,3,4,1
16730,3917169,1,34003,2,4,1
16731,3917189,1,34039,4,2,2
16732,3917317,1,34003,4,5,2
16733,3917427,1,36061,9,2,1
16734,3917439,1,34003,4,3,2
16735,3917530,1,36081,3,5,2
16736,3917613,1,36085,3,5,2
16737,3917796,1,34031,4,4,1
16738,3917896,1,36061,2,2,0
16739,3917954,1,36085,4,4,2
16740,3917963,1,36059,2,3,2
16741,3917979,1,34035,3,1,3
16742,3918070,1,34041,4,1,2
16743,3918116,1,34003,2,4,1
16744,3918153,1,34023,2,3,1
16745,3918167,1,34023,3,5,3
16746,3918172,1,34039,4,3,3
16747,3918267,1,34013,4,1,3
16748,3918455,1,34035,3,1,4
16749,3918491,1,36059,4,3,2
16750,3918650,1,34003,4,5,1
16751,3918661,1,34035,2,1,2
16752,3918768,1,34035,4,4,3
16753,3918780,1,34031,2,2,4
16754,3918865,1,34041,4,3,2
16755,3918916,1,34031,2,1,3
16756,3918930,1,34003,4,3,2
16757,3919016,1,34013,4,4,3
16758,3919037,1,36061,3,4,0
16759,3919038,1,36119,1,5,0
16760,3919061,1,34041,1,1,0
16761,3919105,1,34031,1,1,0
16762,3919131,1,36059,4,2,2
16763,3919188,1,34003,9,3,0
16764,3919201,1,34039,1,2,2
16765,3919223,1,36059,4,1,2
16766,3919255,1,36059,4,4,3
16767,3919320,1,36059,2,1,2
16768,3919431,1,34003,2,1,1
16769,3919542,1,34031,4,2,2
16770,3919549,1,34035,4,4,2
16771,3919561,1,36059,4,2,2
16772,3919712,1,36059,3,1,1
16773,3919753,1,36059,2,4,2
16774,3919813,1,34017,4,2,0
16775,3919818,1,34017,1,4,0
16776,3919870,1,34013,2,4,2
16777,3919885,1,34027,9,3,1
16778,3920193,1,34035,2,4,3
16779,3920199,1,36059,2,2,1
16780,3920514,1,34027,4,4,1
16781,3920569,1,34017,1,4,0
16782,3920580,1,36087,4,4,3
16783,3920609,1,36071,1,5,3
16784,3920624,1,36085,4,3,1
16785,3920709,1,34013,4,2,2
16786,3920856,1,34003,9,4,2
16787,3920954,1,34017,4,4,1
16788,3921055,1,36061,4,5,1
16789,3921109,1,34017,4,2,1
16790,3921241,1,36071,3,4,2
16791,3921248,1,34017,4,4,0
16792,3921275,1,34017,2,2,0
16793,3921284,1,36079,4,1,1
16794,3921360,1,36047,1,1,0
16795,3921434,1,36005,2,4,2
16796,3921468,1,36079,2,4,1
16797,3921508,1,36071,1,5,1
16798,3921536,1,34023,9,4,2
16799,3921603,1,34023,2,1,3
16800,3921755,1,34017,2,5,2
16801,3921817,1,36079,3,5,2
16802,3921826,1,34023,2,4,2
16803,3921844,1,34025,1,4,1
16804,3921872,1,36071,4,2,3
16805,3921898,1,34023,2,4,2
16806,3921976,1,34023,3,2,2
16807,3921979,1,36047,1,5,0
16808,3922092,1,36071,4,2,7
16809,3922157,1,36079,3,3,2
16810,3922165,1,34023,3,2,5
16811,3922205,1,36071,2,4,1
16812,3922324,1,36079,2,1,1
16813,3922337,1,36071,1,3,2
16814,3922388,1,36027,2,4,1
16815,3922409,1,34029,2,4,3
16816,3922428,1,36027,2,2,2
16817,3922434,1,34013,4,5,2
16818,3922566,1,34003,3,2,1
16819,3922593,1,34027,2,4,2
16820,3922702,1,36027,1,3,0
16821,3922781,1,34029,1,2,1
16822,3923028,1,34029,9,2,2
16823,3923058,1,34029,3,2,2
16824,3923168,1,34003,4,1,2
16825,3923183,1,34029,4,3,3
16826,3923306,1,36061,3,1,0
16827,3923454,1,34041,1,4,1
16828,3923502,1,36061,2,3,0
16829,3923751,1,34037,4,4,3
16830,3923870,1,34013,4,2,3
16831,3923949,1,36027,4,5,2
16832,3923955,1,34037,4,1,2
16833,3923977,1,34039,1,4,1
16834,3923980,1,34025,4,1,2
16835,3923995,1,34025,4,4,4
16836,3924067,1,34023,4,4,4
16837,3924104,1,34037,3,1,3
16838,3924109,1,34025,2,2,2
16839,3924163,1,34025,4,5,1
16840,3924164,1,34025,3,2,5
16841,3924180,1,36103,4,3,3
16842,3924352,1,34025,4,3,3
16843,3924366,1,34025,3,1,2
16844,3924392,1,34025,2,2,2
16845,3924430,1,34039,4,3,4
16846,3924470,1,36119,1,4,1
16847,3924586,1,34039,4,4,2
16848,3924587,1,36119,4,1,2
16849,3924677,1,34037,2,3,2
16850,3924723,1,34025,2,2,2
16851,3924799,1,34037,4,2,2
16852,3924831,1,34013,4,4,2
16853,3924850,1,34037,3,3,5
16854,3924973,1,36087,4,5,1
16855,3925002,1,34025,4,1,1
16856,3925006,1,34003,9,2,2
16857,3925186,1,36119,4,1,3
16858,3925213,1,36081,3,4,1
16859,3925814,1,36081,1,4,0
16860,3926073,2,36081,4,3,0
16861,3926235,1,36061,2,3,0
16862,3926251,1,36081,3,3,1
16863,3926259,1,36081,1,5,0
16864,3926406,1,36047,4,1,1
16865,3926464,1,36081,4,4,4
16866,3926842,1,36061,2,4,0
16867,3927473,1,36061,2,1,1
16868,3927736,1,36061,3,4,1
16869,3927785,1,34017,2,4,1
16870,3928500,1,36047,1,4,0
16871,3928924,1,36061,4,1,1
16872,3929101,1,36061,1,3,1
16873,3929176,1,36047,2,2,0
16874,3929358,1,34017,1,5,0
16875,3929951,1,36047,2,2,2
16876,3930021,1,36047,2,1,1
16877,3930180,1,36047,2,5,1
16878,3930267,1,36047,9,4,1
16879,3930304,1,36047,2,4,0
16880,3930349,1,36047,2,2,0
16881,3930474,1,36047,3,3,1
16882,3930515,2,36047,2,3,2
16883,3930681,1,36047,4,2,2
16884,3930849,1,36081,3,2,1
16885,3930909,1,36047,1,4,0
16886,3931012,1,36047,4,3,1
16887,3931278,3,34017,1,3,0
16888,3931320,3,36119,3,5,1
16889,3931349,3,34017,1,4,0
16890,3931433,3,36081,1,1,1
16891,3931470,3,34017,1,5,1
16892,3931544,3,36005,1,5,0
16893,3931556,3,34017,1,1,0
16894,3931568,3,34017,2,1,1
16895,3931664,3,34017,3,4,1
16896,3932076,3,34017,1,2,0
16897,3932108,3,36081,2,4,1
16898,3932138,3,36005,4,4,3
16899,3932174,3,34017,1,5,0
16900,3932210,3,34039,1,4,0
16901,3932355,3,36081,9,5,0
16902,3932398,3,36005,1,1,1
16903,3932454,3,36081,1,1,0
16904,3932712,3,34017,9,2,0
16905,3932752,3,36005,4,5,1
16906,3932753,3,34017,4,2,5
16907,3932764,3,34013,2,5,1
16908,3932867,3,36081,1,4,0
16909,3933000,3,36005,1,4,0
16910,3933060,3,34017,2,4,1
16911,3933221,3,34017,2,3,1
16912,3933230,3,36081,1,5,1
16913,3933245,3,9001,1,3,1
16914,3933259,3,34013,1,2,0
16915,3933332,3,36081,1,3,1
16916,3933370,3,36005,1,3,0
16917,3933384,3,34031,1,3,1
16918,3933440,3,9001,2,3,2
16919,3933595,3,36005,1,3,0
16920,3933696,3,36081,1,2,1
16921,3933735,3,36081,2,3,1
16922,3934042,3,34017,1,2,1
16923,3934048,3,36005,1,4,1
16924,3934090,3,36005,4,2,2
16925,3934199,3,36081,2,2,0
16926,3934300,3,36119,1,1,0
16927,3934374,3,36081,1,1,0
16928,3934397,3,36005,1,5,0
16929,3934436,3,36081,2,3,1
16930,3934530,3,36005,3,2,0
16931,3934568,3,34017,1,4,0
16932,3934615,3,34017,2,3,1
16933,3934619,3,36005,1,4,1
16934,3934816,3,36005,2,2,1
16935,3934871,3,36119,2,2,1
16936,3934969,3,36005,2,5,2
16937,3935012,3,36005,2,3,0
16938,3935089,3,36005,1,3,0
16939,3935459,3,36081,2,3,1
16940,3935471,3,36081,1,2,0
16941,3935476,3,36119,4,3,1
16942,3935511,3,34013,9,5,0
16943,3935570,3,34013,1,4,1
16944,3935585,3,36081,2,2,1
16945,3935697,3,34017,2,1,1
16946,3935713,3,36119,1,5,1
16947,3935820,3,36005,1,3,0
16948,3935821,3,36005,1,1,0
16949,3935846,3,36005,2,4,0
16950,3935859,3,36081,9,5,1
16951,3935863,3,36081,1,3,0
16952,3935865,3,36005,1,5,1
16953,3936031,3,36081,3,4,2
16954,3936070,3,34017,1,3,0
16955,3936155,3,34017,3,1,1
16956,3936246,3,36005,1,4,0
16957,3936278,3,36005,1,2,0
16958,3936395,3,36081,1,2,0
16959,3936438,3,36005,1,4,0
16960,3936518,3,36005,4,2,1
16961,3936641,3,36005,2,3,1
16962,3936711,3,36005,2,4,1
16963,3936811,3,36005,1,1,0
16964,3936834,3,36005,1,4,0
16965,3936879,3,34031,3,3,3
16966,3936940,3,34023,1,2,0
16967,3937078,3,34031,1,2,0
16968,3937135,3,36005,1,1,0
16969,3937353,3,36081,9,3,1
16970,3937420,3,36081,1,3,0
16971,3937578,3,36081,1,2,0
16972,3937711,3,34031,2,2,4
16973,3937742,3,36081,9,3,1
16974,3937907,3,36005,1,4,0
16975,3937966,3,36081,4,2,1
16976,3937994,3,36005,1,3,1
16977,3938054,3,36081,4,3,2
16978,3938155,3,36005,1,2,0
16979,3938167,3,36081,2,3,2
16980,3938274,3,36119,4,2,2
16981,3938500,3,36081,2,2,1
16982,3938675,3,34017,4,4,2
16983,3938682,3,34017,1,3,0
16984,3938740,3,36005,2,3,1
16985,3938823,3,36119,4,1,2
16986,3938863,3,36005,1,3,0
16987,3938956,3,36005,1,5,0
16988,3939144,3,36081,2,3,0
16989,3939481,3,36005,9,3,0
16990,3939617,3,36005,1,1,0
16991,3939659,3,36119,4,2,2
16992,3939739,3,36005,1,3,0
16993,3939790,3,36119,4,5,2
16994,3939882,3,34031,2,5,2
16995,3939983,3,34017,1,5,0
16996,3940033,3,36081,1,1,0
16997,3940212,3,9001,3,1,3
16998,3940245,3,34017,3,4,2
16999,3940264,3,36081,4,3,2
17000,3940345,3,36005,2,2,1
17001,3940534,3,36005,2,4,0
17002,3940561,3,34013,4,4,2
17003,3940565,3,34017,2,2,1
17004,3940691,3,34023,4,5,2
17005,3940749,3,36081,4,3,1
17006,3940760,3,36005,4,3,1
17007,3940830,3,36081,2,3,0
17008,3940843,3,36005,1,4,0
17009,3940882,3,36005,2,5,2
17010,3940889,3,36005,1,2,1
17011,3940905,3,36119,4,4,1
17012,3940993,3,36005,1,3,0
17013,3941019,3,36005,3,1,0
17014,3941216,3,36005,3,2,1
17015,3941233,3,36005,2,4,1
17016,3941461,3,34017,1,2,0
17017,3941477,3,36119,4,2,2
17018,3941659,3,36005,1,1,0
17019,3941669,3,36081,2,2,0
17020,3941719,3,34017,3,5,1
17021,3941782,3,36005,1,1,0
17022,3941842,3,34017,3,2,0
17023,3942113,3,36005,1,3,0
17024,3942181,3,34017,1,3,1
17025,3942430,3,34017,1,2,1
17026,3942433,3,36005,1,3,0
17027,3942447,3,36081,9,3,2
17028,3942507,3,36005,1,5,0
17029,3942575,3,34017,9,4,1
17030,3942667,3,36005,1,1,0
17031,3942723,3,34017,1,2,4
17032,3942890,3,36119,2,5,2
17033,3942918,3,36005,1,3,0
17034,3942978,3,36005,2,3,1
17035,3942999,3,36005,1,3,0
17036,3943135,3,36005,1,3,1
17037,3943149,3,36005,1,1,0
17038,3943174,3,36005,4,4,1
17039,3943302,3,34031,2,4,4
17040,3943531,3,36005,2,3,0
17041,3943666,3,36005,1,3,0
17042,3943703,3,36081,4,5,0
17043,3943715,3,36119,4,4,3
17044,3943751,3,36005,1,1,0
17045,3943778,3,36005,1,2,0
17046,3944047,3,36005,1,5,1
17047,3944112,3,36081,3,1,3
17048,3944136,3,36005,1,1,0
17049,3944167,3,34017,9,3,0
17050,3944255,3,34039,2,2,1
17051,3944296,3,36005,1,3,1
17052,3944319,3,9001,4,3,1
17053,3944322,3,36005,1,3,0
17054,3944464,3,36005,2,3,1
17055,3944515,3,36047,1,5,0
17056,3944643,3,9001,1,2,1
17057,3944745,3,34017,2,4,2
17058,3944746,3,34017,2,1,1
17059,3944786,3,36005,1,4,0
17060,3944901,3,36005,1,4,2
17061,3944977,3,34031,2,5,2
17062,3945075,3,36005,1,5,0
17063,3945190,3,36005,1,1,0
17064,3945387,3,36005,1,3,1
17065,3945399,3,36005,1,3,0
17066,3945424,3,36119,2,2,3
17067,3945532,3,34039,2,2,2
17068,3945626,3,36005,4,3,1
17069,3945675,3,36005,1,1,0
17070,3945853,3,36081,2,3,1
17071,3945855,3,36005,3,3,3
17072,3945886,3,34031,1,1,1
17073,3945963,3,36081,2,3,0
17074,3946148,3,34031,3,1,2
17075,3946167,3,36081,1,1,0
17076,3946338,3,36119,2,5,2
17077,3946346,3,36005,1,5,0
17078,3946393,3,36071,1,3,3
17079,3946403,3,34031,1,3,0
17080,3946414,3,36005,2,5,1
17081,3946493,3,34017,2,5,2
17082,3946510,3,36005,4,2,2
17083,3946610,3,36081,2,3,0
17084,3946678,3,36081,9,2,0
17085,3946680,3,36005,1,3,0
17086,3946815,3,36005,2,2,1
17087,3946951,3,34039,2,2,1
17088,3947187,3,36005,1,3,0
17089,3947206,3,36005,2,4,0
17090,3947207,3,34017,4,3,1
17091,3947212,3,34017,9,4,0
17092,3947286,3,36005,1,3,0
17093,3947409,3,36005,2,2,0
17094,3947550,3,36081,9,1,0
17095,3947662,3,36005,1,3,1
17096,3947672,3,36005,1,5,1
17097,3947759,3,36005,2,2,1
17098,3947794,3,36005,2,1,2
17099,3947865,3,36119,2,3,2
17100,3947914,3,34017,1,2,1
17101,3948001,3,36005,4,4,1
17102,3948040,3,36081,1,1,0
17103,3948158,3,36081,1,3,0
17104,3948242,3,34031,4,5,3
17105,3948248,3,36005,1,3,0
17106,3948265,3,34017,2,3,2
17107,3948333,3,36005,1,2,0
17108,3948447,3,36005,2,3,1
17109,3948629,3,34031,1,4,0
17110,3948831,3,34017,1,1,0
17111,3949001,3,36005,1,3,0
17112,3949191,3,36119,3,3,2
17113,3949249,3,36119,1,3,0
17114,3949280,3,34017,1,5,0
17115,3949346,3,36081,1,5,1
17116,3949426,3,34017,2,3,1
17117,3949687,3,34031,4,1,2
17118,3949930,3,36119,4,4,2
17119,3949987,3,36005,9,1,0
17120,3950160,3,36005,3,1,0
17121,3950190,3,36005,1,3,0
17122,3950319,3,34017,1,2,0
17123,3950412,3,36081,4,3,1
17124,3950496,3,36081,9,5,1
17125,3950503,3,36005,2,3,3
17126,3950768,3,34017,4,4,7
17127,3950881,3,36005,2,5,0
17128,3950924,3,36005,1,2,0
17129,3950971,3,36081,4,3,1
17130,3951100,3,36005,9,5,2
17131,3951146,3,36005,2,3,0
17132,3951193,3,34013,2,2,3
17133,3951195,3,36005,1,3,0
17134,3951463,3,36005,1,1,0
17135,3951485,3,36005,1,2,0
17136,3951495,3,36081,1,2,0
17137,3951509,3,36005,4,3,1
17138,3951567,3,36081,1,1,1
17139,3951671,3,36005,1,2,0
17140,3951675,3,34017,3,3,1
17141,3951716,3,36005,2,3,0
17142,3952092,3,34017,3,3,1
17143,3952343,3,34017,2,3,1
17144,3952400,3,36103,2,1,3
17145,3952413,3,34017,2,1,1
17146,3952518,3,34017,1,4,1
17147,3952565,3,36081,1,3,1
17148,3952625,3,36005,3,1,2
17149,3952656,3,9001,3,3,2
17150,3952721,3,36005,1,4,0
17151,3953100,3,36081,4,3,1
17152,3953270,3,36005,1,3,0
17153,3953410,3,36081,4,3,2
17154,3953458,3,34017,2,3,2
17155,3953628,3,36081,1,3,0
17156,3953795,3,34017,2,3,1
17157,3954054,3,36119,2,5,1
17158,3954094,3,36005,2,3,1
17159,3954137,3,34031,2,3,2
17160,3954198,3,36005,1,1,0
17161,3954232,3,36005,2,1,0
17162,3954416,3,36081,1,3,0
17163,3954611,3,36005,1,4,0
17164,3954803,3,36081,2,1,2
17165,3954816,3,34031,9,2,1
17166,3954839,3,36005,1,1,0
17167,3955116,3,36081,2,4,3
17168,3955314,3,34017,2,1,2
17169,3955332,3,36005,2,2,3
17170,3955810,3,34017,4,1,1
17171,3955857,3,36005,1,1,0
17172,3955916,3,36005,1,3,0
17173,3956049,3,36081,1,5,0
17174,3956187,3,36005,1,3,0
17175,3956203,3,36005,1,5,0
17176,3956429,3,36005,2,3,0
17177,3956430,3,36005,1,4,0
17178,3956551,3,34013,1,2,0
17179,3956672,3,34031,1,1,0
17180,3956695,3,34017,4,2,2
17181,3957006,3,36081,2,3,1
17182,3957057,3,36005,4,3,2
17183,3957155,3,36005,1,2,0
17184,3957216,3,36005,1,3,2
17185,3957232,3,36071,1,1,1
17186,3957270,3,9001,4,3,4
17187,3957303,3,36005,1,1,1
17188,3957317,3,36005,2,1,0
17189,3957440,3,36005,2,3,1
17190,3957461,3,34013,9,1,0
17191,3957509,3,36005,3,1,1
17192,3957762,3,34039,1,2,0
17193,3957816,3,36081,2,2,1
17194,3958432,3,36005,3,5,1
17195,3958448,3,36005,1,4,0
17196,3958490,3,36005,3,4,1
17197,3958632,3,36047,1,1,0
17198,3958655,3,34023,2,1,3
17199,3958757,3,36119,1,4,3
17200,3958878,3,34017,4,1,1
17201,4000016,1,36103,4,2,2
17202,4000049,1,36103,1,5,1
17203,4000086,1,36005,2,4,2
17204,4000101,1,36119,1,5,0
17205,4000120,1,36103,1,1,1
17206,4000278,1,36005,2,1,1
17207,4000304,1,36103,1,4,1
17208,4000313,1,36103,4,3,3
17209,4000332,1,36103,2,4,1
17210,4000350,1,36119,2,1,1
17211,4000364,1,36103,4,3,1
17212,4000395,1,36005,4,2,2
17213,4000428,1,36005,2,4,0
17214,4000459,1,36103,2,2,3
17215,4000506,1,36005,4,1,2
17216,4000598,1,36119,2,5,1
17217,4000607,1,36005,2,2,1
17218,4000614,1,36005,2,2,1
17219,4000617,1,36005,3,2,2
17220,4000663,1,36005,4,3,1
17221,4000688,1,36103,4,1,3
17222,4000773,1,36103,3,4,1
17223,4000799,1,36103,1,3,1
17224,4000837,1,36103,4,1,2
17225,4000894,1,36103,2,2,2
17226,4000896,1,36005,1,3,0
17227,4000948,1,36103,9,3,2
17228,4000950,1,36005,4,1,3
17229,4000979,1,36103,1,4,1
17230,4001016,1,36103,4,2,1
17231,4001030,1,36005,2,5,1
17232,4001031,1,36103,2,3,1
17233,4001114,1,36119,3,4,2
17234,4001127,1,36103,2,2,2
17235,4001138,1,36103,4,3,2
17236,4001170,1,36103,1,1,3
17237,4001192,1,36103,1,2,1
17238,4001218,1,36005,4,5,2
17239,4001236,1,36119,3,3,5
17240,4001274,1,36103,4,1,2
17241,4001310,1,36103,2,1,3
17242,4001325,1,36119,3,3,2
17243,4001330,1,36119,2,1,1
17244,4001342,1,36005,1,2,1
17245,4001385,1,36103,3,5,2
17246,4001407,1,36103,2,4,1
17247,4001458,1,36005,1,1,1
17248,4001556,1,36119,4,4,2
17249,4001575,1,36103,2,2,2
17250,4001600,1,36119,9,2,2
17251,4001654,1,36103,1,4,0
17252,4001690,1,36103,3,2,2
17253,4001913,1,34029,4,1,2
17254,4001918,1,36027,2,2,2
17255,4001976,1,36081,2,1,1
17256,4002025,1,34013,2,2,1
17257,4002170,1,36059,2,1,3
17258,4002206,1,34025,1,1,0
17259,4002215,1,36103,2,1,2
17260,4002223,1,34029,4,3,2
17261,4002266,1,34029,2,1,1
17262,4002290,1,34017,2,1,2
17263,4002305,1,36005,1,1,2
17264,4002310,1,36087,1,3,1
17265,4002507,1,34029,2,5,3
17266,4002560,1,34013,4,3,3
17267,4002579,1,36047,4,2,0
17268,4002608,1,34003,4,4,1
17269,4002617,1,34003,4,1,3
17270,4002714,1,36047,2,1,0
17271,4002790,1,34003,2,2,2
17272,4002919,1,34029,2,2,3
17273,4002924,1,36059,4,3,2
17274,4002929,1,36027,1,1,2
17275,4002949,1,34013,2,1,2
17276,4002980,1,34031,4,5,2
17277,4002998,1,36081,2,2,0
17278,4003011,1,36081,2,4,1
17279,4003018,1,34031,2,1,0
17280,4003034,1,34013,2,1,1
17281,4003060,1,36027,2,1,1
17282,4003067,1,36087,2,3,3
17283,4003117,1,36081,2,2,0
17284,4003140,1,36119,1,2,1
17285,4003145,1,34017,1,3,0
17286,4003149,1,34039,2,1,1
17287,4003154,1,34029,1,1,3
17288,4003161,1,36047,2,3,0
17289,4003262,1,36119,9,2,2
17290,4003267,1,36059,4,4,2
17291,4003282,1,34013,2,4,2
17292,4003366,1,36005,1,4,0
17293,4003372,1,34039,2,3,1
17294,4003379,1,36005,4,5,2
17295,4003384,1,36005,2,2,3
17296,4003391,1,34013,2,5,1
17297,4003396,1,36005,2,2,1
17298,4003406,1,34013,1,2,2
17299,4003485,1,36059,4,5,1
17300,4003663,1,36005,1,3,0
17301,4003686,1,34013,1,2,1
17302,4003720,1,34003,4,1,2
17303,4003836,1,34017,3,2,3
17304,4003860,1,36081,4,4,1
17305,4003874,1,36103,2,1,2
17306,4003875,1,34013,1,4,1
17307,4003954,1,36059,4,2,2
17308,4003958,1,36047,2,1,0
17309,4003980,1,36047,2,3,0
17310,4003997,1,36027,2,1,2
17311,4004032,1,34031,2,3,4
17312,4004098,1,36005,2,1,2
17313,4004113,1,36047,1,3,0
17314,4004161,1,36119,4,2,3
17315,4004267,1,36087,4,3,2
17316,4004344,1,34031,1,3,1
17317,4004415,1,34013,9,5,2
17318,4004428,1,36027,3,1,2
17319,4004449,1,36081,2,5,0
17320,4004450,1,36005,2,1,1
17321,4004464,1,36103,1,3,2
17322,4004488,1,34039,2,1,1
17323,4004506,1,34031,1,2,2
17324,4004564,1,34003,2,1,1
17325,4004585,1,36005,2,5,1
17326,4004612,1,34039,2,2,2
17327,4004631,1,9001,2,4,1
17328,4004641,1,36059,2,2,1
17329,4004697,1,34013,1,1,1
17330,4004788,1,36047,3,1,6
17331,4004799,1,36047,1,5,0
17332,4004801,1,34003,2,2,2
17333,4004826,1,34017,4,3,1
17334,4004868,1,36027,4,1,1
17335,4004878,1,36005,2,2,1
17336,4004894,1,34031,9,1,1
17337,4004901,1,36047,1,1,1
17338,4004906,1,36081,2,1,1
17339,4004954,1,34039,9,1,2
17340,4004976,1,34013,4,3,2
17341,4005024,1,34029,2,4,2
17342,4005027,1,34013,1,3,0
17343,4005176,1,34013,4,1,2
17344,4005190,1,34013,3,2,2
17345,4005191,1,36005,2,4,2
17346,4005202,1,9001,1,2,0
17347,4005220,1,36059,3,2,1
17348,4005302,1,34003,1,4,1
17349,4005374,1,36005,4,4,3
17350,4005426,1,36081,3,1,1
17351,4005448,1,36047,1,1,1
17352,4005480,1,36005,2,2,1
17353,4005594,1,34031,2,3,2
17354,4005598,1,34003,9,2,2
17355,4005612,1,34013,1,1,0
17356,4005618,1,9001,4,5,1
17357,4005655,1,36005,9,2,1
17358,4005660,1,36085,1,3,1
17359,4005726,1,36047,1,1,0
17360,4005787,1,34029,1,4,1
17361,4005813,1,36119,4,4,2
17362,4005820,1,34003,2,3,1
17363,4005910,1,34003,1,1,1
17364,4005931,1,34025,2,4,0
17365,4005940,1,36059,2,1,1
17366,4005947,1,36059,2,3,3
17367,4005960,1,36005,2,2,0
17368,4005995,1,34013,4,4,2
17369,4006001,1,34003,2,4,2
17370,4006047,1,36081,4,2,2
17371,4006051,1,34017,4,1,3
17372,4006052,1,36047,4,1,3
17373,4006079,1,36119,4,2,2
17374,4006178,1,34039,4,4,2
17375,4006201,1,36059,3,1,2
17376,4006237,1,34017,2,1,1
17377,4006261,1,34003,4,3,4
17378,4006278,1,34027,2,4,2
17379,4006358,1,36059,2,1,3
17380,4006400,1,36081,2,2,1
17381,4006410,1,34003,4,1,1
17382,4006443,1,36081,1,4,1
17383,4006471,1,34039,4,2,2
17384,4006573,1,34017,3,1,1
17385,4006600,1,34039,4,4,2
17386,4006629,1,34017,4,2,1
17387,4006658,1,34029,2,1,2
17388,4006691,1,36059,4,1,2
17389,4006701,1,34013,4,4,1
17390,4006789,1,36005,3,2,1
17391,4006872,1,34017,9,3,3
17392,4006930,1,34003,1,2,1
17393,4006960,1,36081,4,3,0
17394,4007025,1,36085,2,3,1
17395,4007045,1,9009,2,1,2
17396,4007097,1,36081,9,4,1
17397,4007107,1,36085,1,4,1
17398,4007135,1,34039,4,1,1
17399,4007138,1,36103,4,2,3
17400,4007153,1,34017,2,1,1
17401,4007175,1,36047,2,2,1
17402,4007181,1,34003,2,1,2
17403,4007182,1,36059,2,4,3
17404,4007217,1,34029,1,2,2
17405,4007228,1,36027,2,5,1
17406,4007240,1,36047,4,4,0
17407,4007324,1,36081,2,2,0
17408,4007357,1,34031,1,5,0
17409,4007372,1,34003,1,1,1
17410,4007454,1,36005,2,4,1
17411,4007579,1,36059,4,3,2
17412,4007594,1,34013,4,2,3
17413,4007601,1,36005,1,4,1
17414,4007609,1,34039,4,3,0
17415,4007665,1,34017,3,3,1
17416,4007721,1,36103,4,2,3
17417,4007735,1,36119,2,4,2
17418,4007755,1,36081,2,3,0
17419,4007769,1,34031,4,3,2
