,SAMPN,STYPE,CTFIP,INCOM_R,DOW,HHVEH
815,3023641,1,36087,2,3,1
816,3023669,1,34039,4,2,3
817,3023673,1,36079,2,5,1
818,3023674,1,36027,2,5,1
819,3023680,1,34003,2,4,3
820,3023681,1,34039,9,1,2
821,3023742,1,36047,4,2,1
822,3023786,1,36103,4,2,2
823,3023838,1,34031,2,2,1
824,3023849,1,34003,4,1,3
825,3023887,1,34003,2,3,2
826,3023889,1,36079,4,5,2
827,3023911,1,34003,9,2,2
828,3024016,1,36061,4,3,0
829,3024041,1,34013,4,5,2
830,3024089,1,36059,9,4,2
831,3024119,1,36087,3,5,3
832,3024127,1,36059,4,3,3
833,3024205,1,36081,2,2,0
834,3024212,1,36047,4,2,1
835,3024222,1,36087,4,3,6
836,3024319,1,36081,3,4,1
837,3024397,1,36005,1,4,1
838,3024456,1,36081,2,2,1
839,3024474,1,34041,2,5,4
840,3024496,1,34029,2,3,2
841,3024516,1,36081,2,4,1
842,3024544,1,34037,9,5,2
843,3024563,1,34031,4,3,3
844,3024568,1,36059,9,2,0
845,3024575,1,36061,4,2,1
846,3024605,1,36079,2,4,1
847,3024607,1,34023,2,3,1
848,3024723,2,36061,4,5,1
849,3024862,2,34013,4,5,1
850,3024870,2,9001,9,2,1
851,3024878,2,34021,2,3,0
852,3024960,2,36005,2,5,0
853,3025049,2,34023,4,1,1
854,3025089,2,34025,2,2,1
855,3025375,2,36061,4,4,0
856,3025413,2,36087,3,1,1
857,3025435,2,36061,2,2,0
858,3025437,2,34031,4,2,2
859,3025475,2,36103,1,1,1
860,3025479,2,36061,3,3,0
861,3025612,2,34039,3,3,1
862,3025653,2,36119,1,5,0
863,3025776,2,36103,2,4,2
864,3025785,2,34039,2,2,1
865,3025838,2,36005,2,1,0
866,3025868,2,36047,9,2,1
867,3026152,2,36061,4,2,0
868,3026213,2,36081,2,3,1
869,3026284,2,34037,3,3,2
870,3026341,2,9009,3,1,2
871,3026470,2,36047,4,5,1
872,3026478,2,36103,3,5,4
873,3026659,2,36047,2,1,0
874,3026688,2,36059,9,1,2
875,3026863,2,36061,2,4,0
876,3026908,2,36005,1,5,0
877,3027172,2,34041,1,3,1
878,3027192,2,34023,2,5,1
879,3027206,2,34023,4,5,1
880,3027274,2,36061,1,4,0
881,3027346,2,36081,3,3,1
882,3027480,2,36005,2,5,1
883,3027580,2,36085,4,5,3
884,3027599,2,36027,4,4,2
885,3027618,2,34039,3,4,2
886,3027974,2,9001,2,3,2
887,3028224,2,34037,4,5,2
888,3028389,2,36071,3,1,3
889,3028429,2,36059,1,2,1
890,3028569,2,36061,3,4,0
891,3028615,2,34023,2,2,2
892,3028673,2,36087,3,4,1
893,3028806,2,36005,1,1,0
894,3028936,2,36047,4,5,1
895,3028970,2,36119,2,1,0
896,3028980,2,36061,4,2,1
897,3029060,2,36047,2,2,0
898,3029114,2,9009,4,1,1
899,3029257,2,36081,2,2,1
900,3029429,2,36027,2,4,2
901,3029471,2,34035,4,1,4
902,3029633,2,36061,2,2,0
903,3030009,2,36061,2,1,0
904,3030043,2,36119,4,2,2
905,3030066,2,36005,2,5,0
906,3030137,2,36081,1,2,0
907,3030206,2,34025,2,3,2
908,3030237,2,34003,4,3,1
909,3030333,2,9001,1,5,1
910,3030715,2,34041,2,5,6
911,3030834,2,34019,4,3,3
912,3030871,2,36061,3,3,0
913,3030911,2,34017,4,5,2
914,3031053,2,34017,3,5,1
915,3031164,2,34021,2,4,0
916,3031178,2,36027,2,1,1
917,3031346,2,34003,2,5,1
918,3031458,2,36061,3,5,1
919,3031635,2,34027,3,1,2
920,3031880,2,36103,2,5,1
921,3031903,2,34003,2,2,2
922,3032196,2,34003,4,2,2
923,3032355,2,36059,4,4,2
924,3032612,2,34003,2,1,1
925,3032702,2,36061,4,1,0
926,3032709,2,36061,1,5,0
927,3032788,2,34017,2,4,1
928,3032794,2,36103,4,2,3
929,3032867,2,36061,1,4,0
930,3032916,2,36071,4,5,3
931,3033177,2,36061,2,2,0
932,3033224,2,36061,3,2,0
933,3033331,2,34027,9,3,1
934,3033384,2,34029,3,3,2
935,3033470,2,36061,3,3,0
936,3033478,2,36061,4,2,1
937,3033524,2,36061,2,1,0
938,3033566,2,34023,2,4,1
939,3033677,2,34035,3,3,2
940,3033825,2,36087,3,3,2
941,3033866,2,36005,1,3,0
942,3034055,2,36047,4,1,0
943,3034137,2,36061,4,1,0
944,3034213,2,36061,2,5,0
945,3034249,2,36081,2,4,0
946,3034267,2,34003,4,3,5
947,3034465,2,36061,4,4,0
948,3034479,2,34029,4,3,2
949,3034514,2,36005,2,5,0
950,3034529,2,34003,3,5,2
951,3034568,2,34029,2,5,2
952,3034584,2,36081,2,5,1
953,3034623,2,36061,2,2,0
954,3034634,2,36119,2,5,1
955,3034688,2,34019,4,1,1
956,3034752,2,36103,2,2,2
957,3034764,2,34003,3,4,1
958,3034801,2,36071,2,5,2
959,3034855,2,34003,2,2,1
960,3035057,2,34019,2,3,2
961,3035301,2,34003,4,4,2
962,3035369,2,36119,2,5,1
963,3035389,2,36071,2,5,1
964,3035447,2,34029,1,1,1
965,3035530,2,34019,4,1,2
966,3035559,2,34035,4,1,1
967,3035595,2,36103,2,2,1
968,3035618,2,36081,1,4,1
969,3035715,2,9001,4,4,4
970,3035745,2,36119,4,3,1
971,3035799,2,9001,4,1,5
972,3035828,2,36005,3,2,1
973,3035846,2,34013,1,4,1
974,3035879,2,34029,2,3,1
975,3035930,2,36047,3,4,1
976,3035996,2,34037,3,4,2
977,3036052,2,34027,4,1,2
978,3036060,2,36071,3,2,1
979,3036080,2,34003,2,4,1
980,3036190,2,36061,9,4,0
981,3036372,2,34025,4,1,3
982,3036446,2,36071,4,1,2
983,3036464,2,36061,3,2,0
984,3036466,2,34003,4,4,3
985,3036795,2,36047,1,1,0
986,3036909,2,36103,4,5,2
987,3036938,2,34013,4,3,2
988,3036978,2,36027,4,2,2
989,3036981,2,36061,1,5,0
990,3037042,2,36119,1,5,0
991,3037058,2,36061,1,3,0
992,3037151,2,34013,4,3,2
993,3037246,2,36047,4,2,0
994,3037285,2,34017,1,3,0
995,3037321,2,36081,4,4,0
996,3037364,2,36085,4,3,1
997,3037465,2,36119,2,5,3
998,3037515,2,36087,2,4,2
999,3037630,2,34013,1,3,2
1000,3037649,2,34041,2,4,1
1001,3037833,2,36061,2,2,0
1002,3037835,2,34017,1,3,0
1003,3037871,2,36061,4,1,0
1004,3037919,2,34023,2,3,1
1005,3037967,2,34031,2,3,1
1006,3038035,2,34017,2,4,0
1007,3038159,2,36047,1,5,1
1008,3038161,2,36059,4,5,2
1009,3038170,2,36081,1,4,0
1010,3038291,2,36103,2,5,2
1011,3038308,2,34013,4,5,2
1012,3038354,2,34017,4,2,1
1013,3038445,2,36119,2,2,1
1014,3038471,2,36047,2,5,1
1015,3038533,2,36061,3,5,0
1016,3038702,2,9009,2,3,2
1017,3038754,2,9001,2,4,1
1018,3039172,2,34017,2,1,0
1019,3039221,2,36061,4,5,0
1020,3039471,2,36005,4,1,2
1021,3039473,2,36081,1,4,1
1022,3039501,2,36061,1,5,0
1023,3039573,2,34027,4,1,1
1024,3039578,2,9009,2,5,2
1025,3039756,2,34027,2,4,1
1026,3039870,2,36119,2,2,1
1027,3039872,2,34037,3,4,2
1028,3039873,2,36061,3,2,0
1029,3039911,2,36061,9,5,1
1030,3100338,1,34025,9,1,2
1031,3100386,1,34037,9,3,2
1032,3100405,1,34017,4,5,3
1033,3100415,1,34019,4,5,2
1034,3100435,1,36085,2,4,0
1035,3100454,1,9001,9,2,1
1036,3100468,1,36081,4,3,1
1037,3100516,1,36047,2,1,1
1038,3100554,1,36061,2,5,0
1039,3100592,1,36027,2,5,1
1040,3100615,1,36047,2,1,4
1041,3100635,1,36081,2,1,2
1042,3100636,1,34035,2,5,1
1043,3100659,1,34017,3,3,1
1044,3100666,1,34027,4,4,2
1045,3100710,1,36079,1,4,0
1046,3100743,1,34025,2,5,1
1047,3100759,1,34013,2,1,2
1048,3100800,1,34013,9,4,2
1049,3100836,1,36085,9,3,2
1050,3100840,1,36087,4,3,2
1051,3100920,1,36103,4,2,2
1052,3100929,1,34037,2,5,1
1053,3100935,1,36047,3,4,1
1054,3100938,1,36005,2,1,0
1055,3100944,1,9009,2,3,2
1056,3100949,1,36079,2,4,2
1057,3100955,1,36081,2,3,2
1058,3100992,1,36061,3,5,1
1059,3101036,1,34039,4,1,2
1060,3101094,1,36059,2,5,3
1061,3101108,1,36085,2,3,2
1062,3101129,1,36061,3,1,1
1063,3101152,1,34021,4,3,4
1064,3101213,1,36079,1,2,2
1065,3101347,1,36061,4,1,0
1066,3101376,1,34035,4,1,2
1067,3101388,1,34021,2,4,1
1068,3101398,1,34027,9,5,1
1069,3101403,1,36005,3,3,3
1070,3101414,1,34013,4,1,2
1071,3101422,1,36079,2,1,4
1072,3101425,1,34003,9,3,3
1073,3101437,1,34021,2,5,1
1074,3101461,1,36005,2,1,1
1075,3101477,1,36061,9,5,0
1076,3101536,1,9001,2,4,2
1077,3101604,1,36103,4,5,2
1078,3101606,1,9001,4,5,4
1079,3101613,1,36005,4,4,2
1080,3101619,1,36103,2,1,2
1081,3101636,1,36047,2,4,0
1082,3101689,1,36119,9,2,1
1083,3101741,1,34003,3,3,2
1084,3101764,1,34027,4,3,3
1085,3101766,1,34031,1,1,1
1086,3101773,1,34013,4,1,2
1087,3101775,1,36079,9,1,3
1088,3101791,1,34003,9,2,2
1089,3101856,1,34035,3,4,1
1090,3101875,1,34017,1,3,1
1091,3101900,1,36059,2,3,2
1092,3101942,1,34041,1,3,1
1093,3102006,1,34017,2,1,1
1094,3102059,1,36081,1,4,1
1095,3102070,1,34013,3,3,1
1096,3102094,1,36047,4,3,1
1097,3102107,1,9009,1,4,1
1098,3102110,1,36085,3,1,1
1099,3102181,1,36081,2,1,1
1100,3102204,1,34003,2,2,2
1101,3102295,1,34019,4,1,2
1102,3102348,1,36061,2,3,1
1103,3102351,1,34031,2,3,2
1104,3102354,1,9009,9,2,1
1105,3102361,1,36061,3,2,0
1106,3102369,1,36103,9,3,0
1107,3102394,1,36005,1,1,0
1108,3102410,1,34025,2,1,1
1109,3102425,1,36047,3,5,1
1110,3102439,1,34023,2,5,4
1111,3102448,1,9009,4,4,1
1112,3102463,1,36061,1,2,2
1113,3102481,1,36087,4,2,2
1114,3102581,1,34019,2,5,2
1115,3102604,1,36103,2,5,1
1116,3102610,1,36059,4,4,3
1117,3102624,1,34027,4,3,1
1118,3102659,1,36081,4,3,0
1119,3102661,1,36047,9,2,1
1120,3102665,1,34013,4,3,2
1121,3102674,1,34025,2,5,2
1122,3102725,1,34027,2,1,2
1123,3102776,1,34041,1,1,0
1124,3102779,1,36079,4,1,2
1125,3102813,1,34003,2,2,2
1126,3102823,1,36061,1,4,0
1127,3102880,1,36047,1,3,0
1128,3102983,1,36119,1,4,1
1129,3102990,1,34023,4,5,3
1130,3103112,1,36119,2,1,2
1131,3103117,1,34035,3,5,1
1132,3103127,1,34037,3,4,3
1133,3103140,1,36119,4,4,3
1134,3103181,1,36081,2,5,1
1135,3103185,1,36103,1,1,0
1136,3103197,1,34029,4,3,3
1137,3103217,1,34037,4,4,1
1138,3103224,1,36087,4,1,2
1139,3103261,1,36103,1,2,2
1140,3103266,1,34027,9,3,2
1141,3103298,1,34029,2,3,2
1142,3103312,1,34003,9,4,4
1143,3103316,1,34013,1,1,1
1144,3103326,1,34039,2,3,2
1145,3103337,1,9001,4,3,4
1146,3103362,1,34013,4,2,2
1147,3103369,1,34003,4,5,4
1148,3103374,1,36071,3,5,2
1149,3103398,1,34025,4,2,2
1150,3103422,1,36061,1,2,0
1151,3103442,1,34027,2,3,3
1152,3103474,1,9001,9,2,1
1153,3103476,1,34021,4,1,2
1154,3103486,1,34017,1,3,0
1155,3103557,1,36047,1,5,0
1156,3103570,1,36081,3,2,1
1157,3103607,1,34013,4,1,2
1158,3103610,1,34013,1,4,2
1159,3103631,1,34003,2,5,2
1160,3103754,1,36119,2,2,3
1161,3103774,1,36087,1,1,0
1162,3103803,1,34003,2,3,1
1163,3103809,1,34003,4,4,4
1164,3103811,1,36081,1,4,1
1165,3103818,1,34023,4,1,2
1166,3103827,1,34025,2,4,1
1167,3103835,1,34029,3,5,4
1168,3103888,1,9009,9,5,1
1169,3103931,1,36061,2,3,0
1170,3104061,1,36047,2,5,2
1171,3104062,1,36047,4,3,2
1172,3104091,1,34025,4,2,1
1173,3104102,1,36059,4,5,2
1174,3104107,1,34019,4,5,2
1175,3104154,1,36079,2,4,1
1176,3104176,1,34021,3,3,2
1177,3104178,1,9001,1,1,1
1178,3104186,1,9001,4,1,3
1179,3104212,1,9009,2,1,2
1180,3104240,1,34025,4,3,1
1181,3104280,1,34027,4,1,3
1182,3104281,1,34029,2,3,2
1183,3104344,1,34019,2,3,1
1184,3104453,1,34029,2,5,1
1185,3104468,1,34019,4,1,4
1186,3104487,1,36047,2,3,0
1187,3104518,1,36005,1,5,0
1188,3104541,1,36047,2,3,2
1189,3104596,1,36085,1,5,1
1190,3104628,1,36103,1,5,3
1191,3104637,1,36103,4,3,2
1192,3104669,1,34041,2,1,2
1193,3104679,1,36103,4,2,2
1194,3104682,1,34023,3,3,2
1195,3104769,1,36027,4,5,2
1196,3104804,1,34037,4,3,2
1197,3104814,1,36005,9,5,2
1198,3104835,1,36059,4,4,3
1199,3104844,1,36061,9,4,0
1200,3104845,1,34029,3,3,3
1201,3104858,1,34037,2,4,2
1202,3104871,1,36103,1,4,1
1203,3104895,1,36005,2,4,1
1204,3105003,1,34027,3,4,2
1205,3105024,1,34013,4,2,2
1206,3105048,1,36005,1,5,1
1207,3105059,1,36005,4,3,1
1208,3105063,1,34021,1,5,0
1209,3105064,1,9009,2,2,2
1210,3105067,1,34035,4,2,1
1211,3105070,1,34003,4,2,3
1212,3105127,1,34039,2,5,1
1213,3105134,1,36081,1,3,1
1214,3105210,1,34029,2,5,0
1215,3105230,1,36087,4,1,3
1216,3105277,1,36061,4,1,0
1217,3105284,1,34019,3,5,1
1218,3105289,1,34027,4,3,1
1219,3105309,1,34013,4,4,2
1220,3105325,1,34019,4,1,3
1221,3105361,1,36047,2,1,1
1222,3105363,1,36061,3,2,1
1223,3105365,1,34013,4,5,2
1224,3105382,1,34017,4,1,2
1225,3105399,1,36061,2,3,0
1226,3105437,1,34021,1,2,0
1227,3105461,1,36085,2,3,1
1228,3105504,1,34029,1,2,1
1229,3105510,1,36061,2,3,0
1230,3105595,1,36027,4,5,2
1231,3105615,1,36081,4,3,1
1232,3105619,1,36081,4,1,1
1233,3105633,1,36119,3,2,2
1234,3105676,1,36061,4,3,0
1235,3105698,1,36047,4,3,1
1236,3105701,1,34023,1,1,1
1237,3105726,1,36047,1,3,0
1238,3105728,1,34025,3,3,2
1239,3105789,1,36047,1,4,0
1240,3105819,1,36085,2,3,4
1241,3105833,1,36119,4,2,1
1242,3105851,1,9001,4,1,3
1243,3105853,1,36103,3,3,1
1244,3105881,1,36047,2,3,1
1245,3105899,1,34017,2,2,3
1246,3105906,1,36103,2,5,2
1247,3105929,1,36119,4,3,3
1248,3105945,1,36047,2,1,0
1249,3105973,1,9001,4,3,2
1250,3105974,1,36047,1,1,1
1251,3105989,1,36081,2,3,0
1252,3105996,1,34031,1,5,1
1253,3106018,1,34023,9,2,4
1254,3106025,1,9001,4,1,3
1255,3106099,1,36087,2,5,2
1256,3106140,1,34017,2,1,1
1257,3106155,1,34013,2,4,1
1258,3106175,1,34025,4,3,3
1259,3106185,1,34025,4,3,2
1260,3106187,1,34027,2,2,3
1261,3106230,1,36061,3,1,1
1262,3106252,1,36005,1,3,0
1263,3106263,1,34003,9,5,2
1264,3106269,1,34003,4,3,1
1265,3106270,1,34027,9,5,2
1266,3106307,1,34003,4,2,2
1267,3106326,1,36103,4,1,2
1268,3106328,1,36119,4,3,2
1269,3106393,1,9001,9,2,2
1270,3106438,1,36059,4,1,3
1271,3106442,1,9001,2,2,1
1272,3106444,1,36059,9,4,1
1273,3106550,1,34027,4,1,2
1274,3106635,1,36061,2,2,0
1275,3106659,1,34023,4,1,4
1276,3106681,1,34003,9,4,3
1277,3106732,1,34013,1,1,1
1278,3106799,1,34023,4,3,3
1279,3106981,1,36061,2,5,0
1280,3107022,1,36047,1,3,0
1281,3107044,1,36005,1,4,0
1282,3107097,1,34039,2,3,1
1283,3107104,1,36061,3,2,0
1284,3107116,1,34017,1,4,1
1285,3107150,1,36061,2,2,0
1286,3107157,1,36027,2,2,1
1287,3107171,1,36081,3,2,1
1288,3107212,1,9009,2,2,2
1289,3107228,1,36005,2,3,1
1290,3107257,1,34023,9,1,1
1291,3107347,1,36103,9,2,3
1292,3107383,1,36061,4,1,1
1293,3107386,1,36103,3,3,2
1294,3107405,1,34003,4,1,2
1295,3107427,1,34027,3,2,2
1296,3107441,1,36119,1,2,0
1297,3107442,1,36081,2,2,1
1298,3107529,1,36103,1,4,1
1299,3107540,1,34039,3,5,1
1300,3107553,1,36119,4,5,2
1301,3107572,1,36103,2,5,2
1302,3107634,1,36005,3,5,1
1303,3107643,1,36081,1,3,0
1304,3107694,1,34003,9,4,1
1305,3107707,1,9001,3,3,2
1306,3107756,1,34003,4,3,2
1307,3107757,1,36047,2,1,1
1308,3107783,1,36061,4,1,1
1309,3107802,1,34025,3,2,2
1310,3107812,1,34039,3,3,1
1311,3107826,1,34023,9,3,2
1312,3107835,1,9001,4,3,2
1313,3107838,1,36081,1,4,1
1314,3107856,1,36005,4,1,1
1315,3107870,1,34019,4,3,3
1316,3107871,1,34029,1,1,3
1317,3107906,1,36103,4,5,4
1318,3107954,1,36061,4,1,0
1319,3107968,1,34041,2,1,1
1320,3108051,1,36005,1,4,0
1321,3108064,1,34027,3,5,3
1322,3108111,1,34027,3,5,1
1323,3108120,1,34019,4,3,4
1324,3108141,1,36081,2,1,0
1325,3108155,1,34027,2,4,2
1326,3108157,1,34029,9,2,1
1327,3108176,1,34021,4,2,2
1328,3108212,1,34003,9,3,2
1329,3108238,1,34039,2,5,1
1330,3108257,1,36071,9,1,3
1331,3108371,1,34021,4,5,2
1332,3108393,1,34025,2,4,1
1333,3108416,1,36119,4,2,1
1334,3108419,1,36027,2,3,1
1335,3108434,1,34027,4,1,2
1336,3108436,1,36005,1,4,0
1337,3108459,1,36047,1,1,0
1338,3108461,1,36119,1,2,1
1339,3108481,1,36061,2,5,0
1340,3108482,1,36047,1,3,0
1341,3108492,1,34013,9,1,1
1342,3108549,1,34019,4,2,1
1343,3108604,1,36079,4,3,3
1344,3108607,1,36059,4,1,3
1345,3108641,1,34027,2,3,1
1346,3108653,1,34025,3,1,2
1347,3108659,1,36059,2,3,2
1348,3108711,1,34003,9,5,2
1349,3108725,1,34027,4,3,2
1350,3108730,1,9009,9,2,3
1351,3108781,1,36047,2,3,1
1352,3108820,1,36061,2,2,0
1353,3108823,1,36085,3,2,2
1354,3108824,1,36081,2,1,1
1355,3108845,1,36061,4,3,1
1356,3108868,1,36047,1,1,0
1357,3108884,1,34037,1,4,1
1358,3108983,1,34035,4,3,2
1359,3109039,1,36119,1,4,2
1360,3109065,1,34037,2,3,2
1361,3109067,1,9001,4,5,1
1362,3109109,1,34019,9,3,2
1363,3109140,1,36005,2,2,1
1364,3109160,1,34003,4,1,3
1365,3109258,1,34013,3,4,2
1366,3109281,1,34023,4,5,1
1367,3109293,1,34025,9,1,2
1368,3109308,1,36027,4,5,3
1369,3109321,1,9009,2,1,2
1370,3109422,1,34017,4,5,1
1371,3109508,1,36103,2,2,2
1372,3109575,1,36081,1,2,0
1373,3109605,1,36081,4,1,1
1374,3109619,1,34029,1,4,0
1375,3109624,1,34023,9,2,2
1376,3109627,1,34025,4,5,2
1377,3109644,1,36061,2,4,1
1378,3109646,1,34003,2,1,2
1379,3109669,1,36081,2,1,1
1380,3109681,1,36079,1,1,1
1381,3109695,1,34003,9,2,2
1382,3109735,1,34031,1,4,1
1383,3109813,1,34019,3,1,1
1384,3109841,1,34037,4,1,3
1385,3109853,1,34041,2,3,2
1386,3109899,1,36061,9,4,0
1387,3109903,1,34021,1,2,1
1388,3109908,1,36047,4,3,1
1389,3109992,1,36071,2,2,3
1390,3109997,1,34041,4,5,2
1391,3109998,1,9001,1,5,0
1392,3110081,1,34023,4,1,3
1393,3110090,1,36103,3,2,2
1394,3110175,1,36061,1,5,0
1395,3110203,1,34019,9,5,2
1396,3110261,1,36027,2,5,1
1397,3110285,1,34013,3,1,3
1398,3110294,1,36061,3,5,1
1399,3110305,1,36103,2,3,1
1400,3110381,1,36119,1,1,0
1401,3110389,1,9009,2,4,0
1402,3110408,1,34003,9,1,2
1403,3110420,1,36061,4,2,1
1404,3110425,1,9009,9,1,1
1405,3110462,1,9009,2,1,1
1406,3110479,1,34023,2,2,1
1407,3110570,1,34039,2,1,1
1408,3110615,1,36119,4,5,2
1409,3110682,1,36085,4,1,3
1410,3110759,1,34003,1,4,1
1411,3110793,1,34013,2,3,2
1412,3110853,1,36047,9,3,0
1413,3110903,1,34037,4,2,3
1414,3110951,1,34023,2,4,1
1415,3110985,1,9009,4,4,2
1416,3110988,1,34013,3,1,2
1417,3110998,1,36103,9,1,3
1418,3111063,1,34031,4,3,2
1419,3111082,1,36081,4,2,2
1420,3111098,1,34037,2,5,1
1421,3111110,1,36047,1,4,0
1422,3111125,1,34025,4,2,2
1423,3111137,1,36047,3,2,0
1424,3111146,1,36059,9,2,2
1425,3111169,1,36081,4,3,2
1426,3111170,1,9001,2,4,2
1427,3111197,1,36059,4,2,2
1428,3111217,1,36047,9,1,1
1429,3111259,1,36119,4,5,2
1430,3111269,1,34003,4,3,2
1431,3111278,1,34017,2,1,1
1432,3111291,1,34027,2,3,1
1433,3111303,1,34041,1,1,1
1434,3111316,1,36059,1,5,1
1435,3111324,1,34019,3,4,3
1436,3111397,1,36005,2,4,1
1437,3111403,1,34037,2,1,2
1438,3111444,1,36059,4,1,2
1439,3111447,1,34035,3,3,2
1440,3111463,1,34021,4,3,2
1441,3111474,1,36059,3,3,3
1442,3111551,1,36119,2,4,1
1443,3111580,1,36061,4,3,0
1444,3111586,1,36087,3,4,2
1445,3111653,1,34017,1,5,0
1446,3111686,1,34041,9,2,1
1447,3111694,1,36079,2,2,2
1448,3111696,1,34041,3,1,3
1449,3111697,1,34039,4,4,1
1450,3111717,1,34003,4,2,1
1451,3111720,1,34003,2,2,3
1452,3111784,1,34003,2,5,1
1453,3111841,1,34017,4,1,1
1454,3111843,1,36079,4,1,2
1455,3111849,1,36119,4,2,2
1456,3111916,1,36059,9,2,2
1457,3111928,1,36103,1,1,0
1458,3111942,1,36061,4,3,1
1459,3111976,1,9001,3,3,1
1460,3112001,1,34019,3,3,1
1461,3112008,1,36059,9,3,2
1462,3112019,1,36081,2,4,0
1463,3112070,1,34003,4,1,3
1464,3112071,1,34029,1,4,1
1465,3112080,1,34029,3,3,3
1466,3112081,1,36027,2,1,2
1467,3112086,1,34017,1,5,2
1468,3112088,1,34029,9,5,2
1469,3112100,1,36005,1,3,1
1470,3112102,1,34017,1,3,0
1471,3112146,1,36103,2,2,1
1472,3112158,1,34019,2,2,1
1473,3112160,1,34041,2,3,2
1474,3112239,1,36079,2,2,2
1475,3112241,1,36061,4,2,1
1476,3112268,1,34039,4,5,2
1477,3112271,1,34013,1,5,0
1478,3112281,1,36081,4,3,3
1479,3112287,1,36061,4,2,0
1480,3112312,1,36061,2,5,0
1481,3112324,1,9009,2,1,1
1482,3112357,1,36119,1,1,0
1483,3112370,1,34029,1,3,1
1484,3112396,1,36061,4,3,0
1485,3112404,1,36047,1,3,0
1486,3112411,1,34023,4,5,2
1487,3112447,1,34029,2,4,1
1488,3112476,1,34027,1,3,1
1489,3112485,1,36061,3,1,0
1490,3112498,1,34023,4,1,2
1491,3112508,1,36081,4,2,3
1492,3112554,1,36059,2,3,2
1493,3112560,1,34031,9,4,1
1494,3112580,1,34039,2,4,8
1495,3112607,1,34027,2,3,3
1496,3112640,1,34041,3,4,2
1497,3112680,1,36103,4,2,3
1498,3112691,1,36079,9,5,1
1499,3112715,1,36119,9,5,3
1500,3112721,1,34019,9,3,2
1501,3112730,1,36119,2,5,1
1502,3112776,1,9001,1,3,1
1503,3112836,1,36119,4,2,1
1504,3112837,1,36061,4,3,2
1505,3112845,1,34003,2,2,1
1506,3112856,1,34027,4,5,2
1507,3112885,1,34023,9,1,3
1508,3112980,1,34039,1,1,1
1509,3113188,1,34039,4,4,3
1510,3113190,1,36103,9,2,4
1511,3113228,1,34023,2,4,3
1512,3113250,1,34023,4,4,2
1513,3113279,1,36005,2,3,1
1514,3113293,1,34025,9,3,1
1515,3113296,1,36103,2,2,2
1516,3113376,1,34013,4,4,3
1517,3113378,1,36103,9,1,2
1518,3113398,1,36061,1,1,0
1519,3113433,1,36081,9,3,1
1520,3113440,1,36059,2,1,0
1521,3113442,1,34039,1,2,1
1522,3113493,1,34023,2,1,0
1523,3113507,1,34025,9,3,3
1524,3113520,1,34013,2,2,2
1525,3113586,1,36005,2,5,0
1526,3113588,1,36059,3,5,2
1527,3113641,1,36087,4,4,4
1528,3113686,1,36061,4,2,0
1529,3113702,1,34029,2,3,1
1530,3113736,1,36061,1,2,0
1531,3113753,1,36119,2,3,2
1532,3113756,1,36047,2,5,0
1533,3113781,1,34023,9,4,1
1534,3113814,1,36061,1,1,0
1535,3113821,1,36081,4,2,1
1536,3113865,1,36061,9,5,1
1537,3113889,1,34029,4,4,2
1538,3113924,1,36059,3,5,2
1539,3113927,1,34003,1,1,2
1540,3113937,1,34039,4,1,3
1541,3113951,1,36085,4,2,3
1542,3114012,1,36059,4,3,3
1543,3114029,1,34031,4,2,2
1544,3114045,1,34029,4,4,3
1545,3114054,1,36103,4,5,2
1546,3114075,1,36081,2,2,1
1547,3114120,1,34023,1,4,2
1548,3114141,1,34017,4,5,1
1549,3114144,1,34013,2,5,2
1550,3114187,1,34037,9,1,2
1551,3114207,1,34039,4,2,3
1552,3114220,1,36059,9,4,4
1553,3114267,1,34023,4,4,2
1554,3114287,1,34029,1,5,1
1555,3114293,1,34035,2,4,2
1556,3114317,1,34013,9,5,1
1557,3114319,1,34029,2,2,1
1558,3114348,1,36047,1,2,0
1559,3114355,1,34003,4,4,3
1560,3114371,1,36119,1,1,1
1561,3114487,1,34035,4,4,2
1562,3114492,1,36061,3,2,0
1563,3114494,1,34035,2,3,2
1564,3114564,1,34039,2,4,1
1565,3114601,1,34003,2,4,2
1566,3114615,1,36119,1,4,1
1567,3114627,1,34003,3,1,6
1568,3114639,1,36047,2,3,1
1569,3114646,1,34021,2,4,1
1570,3114676,1,36119,4,3,3
1571,3114710,1,34029,2,2,2
1572,3114711,1,34027,9,4,3
1573,3114714,1,36079,4,5,2
1574,3114729,1,36027,4,5,3
1575,3114750,1,34039,3,2,2
1576,3114758,1,36081,4,3,2
1577,3114780,1,9001,1,1,1
1578,3114790,1,34027,9,3,2
1579,3114830,1,36047,9,2,0
1580,3114843,1,34027,4,2,2
1581,3114859,1,36059,3,2,3
1582,3114932,1,34027,4,4,2
1583,3114991,1,34013,9,1,1
1584,3115033,1,34003,4,4,3
1585,3115040,1,34023,1,3,2
1586,3115053,1,34017,3,1,0
1587,3115120,1,36059,4,1,2
1588,3115121,1,36027,2,1,2
1589,3115136,1,36081,1,4,0
1590,3115176,1,36081,1,5,1
1591,3115195,1,34039,1,4,2
1592,3115206,1,36027,2,1,1
1593,3115246,1,36005,2,2,0
1594,3115249,1,34017,3,5,1
1595,3115296,1,34003,4,1,2
1596,3115340,1,36047,2,5,1
1597,3115351,1,34035,2,1,3
1598,3115355,1,36079,2,3,2
1599,3115365,1,36103,1,4,1
1600,3115367,1,36103,2,5,1
